FID_1,Slope,Elevation,Curvature,Flow,Riverdist,Drianageden,Geology,Rainfall,SPI,TWI,CN,flood_label
1863,4.083517,153.951875,-0.0076,604.96125,133.183508,1.174366,4,1576.286265,-4.25141,7.211293,85,0
1864,2.660502,154.9475,-0.0168,32.035625,397.117888,1.093212,4,1575.085241,-3.611076,8.036913,85,0
1865,2.754412,155.766875,0.0024,135.688125,208.961612,0.916244,4,1574.11199,-3.80874,8.025516,85,0
1866,3.638432,156.333125,-0.0012,466.838125,149.41759,0.898476,4,1573.359884,-4.317831,7.321111,85,0
1867,2.922127,155.32625,-0.0032,350.92875,493.714936,1.082043,4,1572.822512,-4.361821,7.60904,84.99375,0
1868,3.282665,154.86,-0.0124,274.003125,284.836062,0.946438,4,1572.497192,-3.636573,7.618678,84.8775,0
1869,5.253308,153.236875,-0.0116,29.69625,166.521449,0.894295,4,1572.388098,-3.115474,7.025412,84.98,0
1870,3.393993,153.66125,-0.0084,33.82875,150.659649,1.251246,4,1572.508686,-3.37818,7.600632,85,0
1871,3.095977,158.45125,-0.0036,23.60625,371.857942,1.503323,4,1572.88298,-4.315929,7.412253,84.745,0
1872,3.494621,151.609375,0.0012,59.00625,121.967491,1.494817,4,1573.54515,-4.95236,7.198285,86.1125,0
1873,1.6638,142.686875,-0.0032,27.07875,327.90544,1.368657,4,1574.536652,-5.200827,8.584027,85.8375,0
1874,1.518278,141.26625,-0.0032,7267.879375,469.764944,1.465955,4,1575.900234,-5.715365,8.855487,84.60625,0
1875,1.911595,139.4925,-0.0036,3207.083125,206.640842,1.446741,4,1577.670404,-4.992288,8.356621,86.47625,0
1876,2.001199,138.575625,-0.0028,74.675625,79.378369,1.726469,4,1579.86065,-4.202285,8.486308,84.54625,0
1877,2.115737,139.424375,0.0148,1024.066875,198.096864,1.735795,4,1582.448778,-5.841282,7.659397,86.033125,0
1878,2.303989,139.018125,-0.0084,30824.37125,107.575057,1.434038,4,1585.363038,-3.334357,8.595073,82.091875,0
1879,2.320026,142.566875,-0.0172,54.006875,371.922143,1.018165,4,1588.472416,-4.948545,8.0136,83.60875,0
1880,4.304169,151.278125,0.0048,19.021875,497.156434,0.805541,4,1591.584397,-4.855863,6.972401,84.969375,0
1881,4.405613,155.03875,-0.0168,32.736875,462.833846,0.485551,4,1594.451917,-3.08929,7.404728,85,0
1882,3.357712,157.395,-0.0092,27.29125,696.693781,0.483066,4,1596.788826,-4.320023,7.3691,85,0
1883,3.217636,157.76,0.0072,37.57125,599.974277,0.53231,4,1598.290871,-4.542907,7.329544,85,0
1884,4.252928,158.429375,-0.0052,274.94625,249.47597,0.779814,4,1598.658054,-3.547608,7.434591,85,1
1885,2.917418,161.509375,-0.0028,289.083125,189.939065,0.896729,4,1597.614834,-3.902231,7.85399,85,1
1886,2.859994,162.716875,-0.0116,119.73125,191.086153,1.029053,4,1594.926386,-4.473922,7.636649,85,1
1887,3.04927,164.54125,0.0172,28.256875,254.642428,1.191354,4,1590.411209,-4.958725,7.308074,85,1
1888,2.711177,165.356875,0.0048,36.1725,132.967699,1.280342,4,1583.951867,-4.459854,7.763468,85,1
1889,2.638653,164.64125,0.002,198.03375,226.240491,1.261792,4,1575.506026,-3.615729,8.219394,85,1
1890,3.345193,165.666035,-0.013703,239.755668,113.769371,0.997114,4,1565.199575,-4.11543,7.484694,85,1
1891,3.040091,166.777778,0.00669,13.574913,325.274931,0.638448,4,1560.287231,-4.830685,7.171407,85.5,1
1892,3.402823,142.463048,0.007624,14018.4818,110.537207,0.68565,4,1598.144627,-2.7671,7.930384,86.59875,1
1893,2.099705,143.169375,-0.0144,19766.17813,152.004781,0.888541,4,1599.133001,-3.913333,8.326918,84.58,1
1894,1.700865,144.525625,0.0024,24.7125,306.270654,1.059178,4,1599.961202,-5.829696,8.116445,86.670625,1
1895,1.84386,144.206875,0.0024,65.1375,296.099548,0.997662,4,1600.576287,-5.066935,8.154946,84.206875,1
1896,2.087293,144.18,0.0036,1991.41375,110.893969,0.787024,4,1600.947713,-4.805083,8.289003,84.26875,1
1897,1.910555,144.760625,0.0028,207.348125,476.212715,0.516751,4,1601.047025,-5.276112,8.128403,84.91875,1
1898,1.66998,145.0425,0.0012,26.253125,954.658017,0.164545,4,1600.850111,-5.704765,8.341352,86.50625,1
1899,1.90877,145.366875,-0.0068,74.376875,903.678698,0.287701,4,1600.339806,-4.922133,8.46633,87.4125,1
1900,2.05069,144.771875,0.0044,21.38625,433.636741,0.553449,4,1599.508565,-5.510376,7.972203,92.685625,1
1901,1.891035,142.550625,-0.0024,712.736875,118.376753,0.600631,4,1598.360915,-5.228984,8.664827,91.438125,1
1902,2.871585,141.66125,-0.0104,221135.1075,457.900531,0.691738,4,1596.915212,-3.259494,7.952035,88.935625,1
1903,3.312843,146.916875,0.0096,299140.3219,407.347523,0.634897,4,1595.204276,-4.892299,7.261982,84.31125,1
1904,3.233197,147.591875,0.0056,4736.0225,117.674425,0.815371,4,1593.274575,-4.214849,7.591761,85,1
1905,3.057433,149.744375,-0.004,55.88625,336.99578,0.967664,4,1591.183807,-4.757332,7.502582,85,1
1906,2.873388,149.795,0.0036,3060.188125,114.518784,0.910611,4,1588.99705,-4.608204,7.534729,84.96,1
1907,2.861725,149.146875,0,512.47875,393.621616,0.747806,4,1586.781972,-4.35264,7.796939,85,1
1908,4.819117,154.865625,0.0064,20.91875,163.373315,0.450453,4,1584.603751,-4.471168,6.790699,85,1
1909,2.514859,157.006875,-0.0156,59.626875,472.777828,0.442378,4,1582.520475,-4.388295,7.839725,85,1
1910,2.716559,158.1025,0.0076,16.908125,551.453117,0.671279,4,1580.579639,-5.562677,7.286358,85,1
1911,2.357636,158.05,-0.0076,105.296875,131.073165,1.02343,4,1578.816144,-4.489831,8.028125,85,1
1912,2.845716,157.935,0.0056,785.140625,186.773312,1.271487,4,1577.251928,-4.540236,7.535855,85,1
1913,3.21271,156.8225,0.004,43.496875,158.567416,1.064587,4,1575.897078,-4.680433,7.162664,85,1
1914,3.933701,157.805,0.0108,180.91875,478.614732,0.9703,4,1574.752189,-4.801322,7.16558,85,1
1915,2.67302,157.82875,-0.0152,31.5675,308.071916,0.877822,4,1573.811565,-4.543654,7.739152,85,1
1916,3.392126,158.015,0.0108,337.43625,123.025465,1.022256,4,1573.067015,-4.419151,7.426415,85,1
1917,2.640057,156.833125,-0.0024,38.761875,363.170596,1.16851,4,1572.511944,-4.591591,7.70245,84.94375,1
1918,4.067691,154.563125,-0.002,229.095625,120.493724,0.976308,4,1572.145553,-3.053478,7.728405,84.65,1
1919,4.395572,153.77625,0.0064,47.53,230.237263,1.118265,4,1571.976898,-2.954662,7.217774,84.91625,1
1920,3.444052,156.115625,0.0088,21.593125,160.594573,1.422484,4,1572.028506,-4.978441,7.098823,84.549375,1
1921,3.481084,152.794375,0.0044,54.149375,105.143693,1.883282,4,1572.338999,-3.779293,8.163294,84.526875,1
1922,4.129497,150.8925,0.0024,194.3425,104.1496,1.866052,4,1572.963901,-4.089245,7.388445,84.5375,1
1923,1.896903,143.8475,0.0048,269.42125,110.776642,1.589422,4,1573.973464,-5.518642,8.155561,84.051875,1
1924,1.824892,141.9075,-0.0048,9524.833125,100.540845,1.388244,4,1575.446169,-4.349693,8.62813,84.018125,1
1925,1.774927,142.28125,0.0048,45.155,103.04025,1.576724,4,1577.456775,-6.198737,7.961127,85.6075,1
1926,2.092103,141.735625,0.0056,25.64625,199.437301,1.928559,4,1580.058638,-5.193473,7.867333,87.666875,1
1927,2.571498,139.30625,-0.0208,8079.534375,83.374856,2.046403,4,1583.261859,-3.900587,8.199387,86.318125,1
1928,2.120355,140.360625,0.016,10670.375,156.381585,1.754903,4,1587.011033,-5.424818,8.142117,83.085,1
1929,2.098797,140.335625,-0.0136,20887.76,112.96495,1.583288,4,1591.168393,-4.426325,8.586083,82.7975,1
1930,2.102503,142.736875,-0.004,92.513125,103.476521,1.19412,4,1595.508268,-4.998853,8.047897,84.75,1
1931,4.157171,152.079375,0.0136,79.4975,119.442472,0.841689,4,1599.726503,-4.737268,7.015281,85,1
1932,3.363967,158.634375,0.0056,29.948125,510.629742,0.611979,4,1603.463929,-4.217697,7.3672,84.63625,1
1933,3.995383,158.2825,-0.0132,17.3275,822.460979,0.521267,4,1606.33849,-4.240401,7.185181,84.998125,1
1934,3.678254,159.279375,0.014,210.341875,645.895222,0.70858,4,1607.978509,-4.603426,7.276473,85,1
1935,3.094879,164.491875,-0.0072,120.18625,260.56089,0.76766,4,1608.050635,-5.156112,7.20749,85,1
1936,3.14654,164.6125,-0.0012,113.683125,226.911805,1.024641,4,1606.279599,-4.5132,7.339187,85,1
1937,2.457217,165.489375,0.002,25.6725,381.688748,1.139076,4,1602.460631,-4.845576,7.723608,85,1
1938,3.330522,166.10125,0.0104,61.669375,98.885204,1.128424,4,1596.467913,-4.384637,7.197997,85,1
1939,3.291798,168.130625,0.0008,54.786875,317.277283,1.216011,4,1588.262802,-4.642255,7.141925,85,1
1940,2.877147,167.019375,-0.0076,135.99375,123.76195,0.948941,4,1577.904454,-4.051088,7.509183,85,1
1941,2.576214,166.458667,0.008533,5.917333,352.456676,0.55967,4,1567.998011,-5.602943,7.047315,84.068627,1
1942,2.21369,143.754619,-0.008636,105.476762,374.250079,0.688288,4,1596.844823,-4.629581,8.240587,84,1
1943,2.756398,143.55375,0.0056,13211.49875,306.519635,0.734833,4,1597.635743,-4.139348,7.912336,86.7075,1
1944,2.753961,143.23625,-0.0112,20442.15438,111.279508,1.040326,4,1598.391076,-3.622834,8.131641,84.96875,1
1945,1.764042,145.71375,0.0076,32.55125,316.133534,1.10648,4,1598.939111,-5.725326,8.361282,84.1775,1
1946,1.764524,144.944375,-0.0032,1490.67,120.26884,0.817259,4,1599.252112,-5.591367,8.576795,86.75,1
1947,1.730088,145.386875,0.0008,257.603125,507.220825,0.520477,4,1599.304696,-5.385438,8.610773,84.31875,1
1948,1.801276,146.45375,0.0044,47.201875,949.183748,0.248112,4,1599.075922,-5.406019,8.312635,84.7125,1
1949,1.837148,146.484375,-0.0028,21.97625,749.282528,0.41595,4,1598.551664,-5.628878,8.312409,92.124375,1
1950,2.054861,145.076875,0.002,331.8,270.119908,0.618636,4,1597.727001,-5.414826,7.973583,92.299375,1
1951,2.488182,143.42125,0.0012,460.21,200.834418,0.642836,4,1596.608348,-3.804281,8.259531,91.15375,1
1952,2.568263,144.7425,0.004,468171.1706,598.094925,0.618176,4,1595.21491,-4.622544,7.969631,85.740625,1
1953,2.400173,145.445,-0.0024,52059.50875,335.872132,0.357607,4,1593.57909,-4.884442,8.10443,85.6325,1
1954,2.566574,147.401875,-0.0092,4666.775625,262.488645,0.591879,4,1591.745546,-4.325492,8.293422,85,1
1955,2.922517,153.03375,0.0076,19.101875,357.150768,0.831449,4,1589.76882,-5.164314,7.235372,85,1
1956,3.307895,151.488125,0.0104,2490.060625,124.59788,0.736945,4,1587.709679,-4.574624,7.536653,84.81625,1
1957,3.739937,149.049375,-0.018,1035.175,510.343966,0.694046,4,1585.63063,-3.121905,7.939449,84.36875,1
1958,5.812093,151.168125,0.008,26.115,539.92761,0.395538,4,1583.591214,-3.141186,7.040159,84.613125,1
1959,3.92689,155.9875,0.004,140.194375,707.788716,0.272074,4,1581.643731,-3.861762,7.360231,85,1
1960,2.654273,158.636875,-0.0016,40.118125,525.609163,0.573164,4,1579.830043,-4.468621,7.725637,85,1
1961,2.70748,158.839375,0.0064,306.1075,118.605859,1.158184,4,1578.179728,-4.630799,7.708957,85,1
1962,2.546855,157.59375,-0.0092,591.6925,260.263232,1.262073,4,1576.709794,-3.910832,8.097137,85,1
1963,3.196866,158.944375,0.034,28.681875,111.012308,1.038753,4,1575.425818,-5.440287,7.094976,85,1
1964,4.848316,158.41875,-0.014,136.220625,478.242031,0.870522,4,1574.324304,-3.806764,7.066863,85,1
1965,2.489932,159.759375,0.0008,22.755625,493.762454,0.92775,4,1573.395966,-4.958913,7.493052,85,1
1966,3.326088,158.585625,-0.0068,297.179375,130.479514,1.113591,4,1572.629753,-3.770776,7.739888,85,1
1967,4.250166,158.26125,0,63.1825,135.103075,1.105915,4,1572.017385,-3.938606,7.126885,84.915,1
1968,4.507971,155.261875,-0.0072,79.881875,211.846036,1.081504,4,1571.558344,-3.632948,7.160263,84.9975,1
1969,4.160598,156.1275,-0.0104,75.135,467.004881,1.346017,4,1571.265092,-3.458672,7.294289,84.836875,1
1970,3.92413,155.7,0.022,31.328125,130.320181,1.583164,4,1571.168361,-4.652929,7.093872,85.251875,1
1971,2.18285,146.665,0,64.174375,143.896161,2.080943,4,1571.3218,-4.247982,8.676157,84.496875,1
1972,1.852925,145.960625,0.002,2495.690625,105.04685,2.096499,4,1571.805033,-4.940311,8.394514,84.220625,1
1973,1.834195,144.576875,0.0032,8900.065625,113.687386,1.705148,4,1572.723334,-5.582114,8.349495,84,1
1974,1.726799,143.87375,-0.0016,3205.405,380.862088,1.599865,4,1574.201635,-5.298901,8.570326,84,1
1975,1.789343,144.659375,-0.0048,56.16375,390.275315,1.757774,4,1576.370443,-5.300588,8.482729,85.475625,1
1976,1.455677,143.938125,0.0016,19.07125,231.380513,1.907061,4,1579.342083,-6.475866,8.525164,87.139375,1
1977,2.010105,141.95875,0.0056,9228.074375,68.385359,2.020672,4,1583.178416,-4.866732,8.46828,87.246875,1
1978,2.110004,143.0475,0.0028,12.91625,111.141371,1.897085,4,1587.855194,-5.731388,7.757156,85.98,1
1979,2.501911,140.496875,-0.0064,10564.49688,120.134445,1.804077,4,1593.232602,-3.705715,8.580143,84.2,1
1980,1.97977,142.666875,0.0008,16365.84563,219.227887,1.438602,4,1599.043016,-4.990504,8.494593,84.45875,1
1981,3.841721,148.06875,0.0068,6648.304375,112.672018,1.169537,4,1604.903514,-4.298487,7.234753,84.9675,1
1982,3.236033,161.89625,0.0176,17.356875,355.285113,0.853409,4,1610.352408,-5.006958,7.046872,84.5575,1
1983,3.877336,158.7625,0.0112,15.800625,598.253276,0.684669,4,1614.900037,-4.888314,7.22612,84.788125,1
1984,4.466356,157.95875,-0.01,132.186875,685.164448,0.873597,4,1618.079746,-2.970234,7.516243,85,1
1985,2.791301,163.853125,-0.0216,62.328125,230.556895,0.843675,4,1619.487425,-4.157501,7.578067,85,1
1986,2.80217,166.009375,0.02,66.691875,241.05624,0.941057,4,1618.805011,-4.936595,7.470048,84.99375,1
1987,2.751652,166.82375,-0.0012,37.160625,416.843915,1.067154,4,1615.810454,-4.683958,7.592627,85,1
1988,2.930083,167.97625,-0.0148,41.3275,106.56831,1.035061,4,1610.380584,-4.696121,7.395648,85,1
1989,2.812637,170.971875,0.0148,19.3575,289.815085,1.025204,4,1602.493412,-5.480076,7.177651,85,1
1990,3.102595,168.055884,-0.007515,90.756686,125.338144,0.749727,4,1592.53183,-3.931002,7.564744,85,1
1991,2.936534,171.588235,0.202105,7.421053,354.955499,0.431936,4,1590.160786,-5.323756,6.027524,84.09795,1
1992,1.957184,145.679325,0.01561,48.281596,670.002876,0.726708,4,1595.692573,-5.122891,7.965938,84.0275,1
1993,2.201584,145.290625,0.0024,45.033125,380.133627,0.739092,4,1595.977946,-4.951446,8.043969,87.01,1
1994,2.348833,144.92625,0.002,32561.28313,129.149609,1.052776,4,1596.657155,-3.631074,8.636982,84,1
1995,1.840441,146.46875,-0.0088,64.86875,303.193888,1.11411,4,1597.136021,-5.565214,8.341747,84.14875,1
1996,1.646334,146.075625,-0.0056,1365.371875,108.763239,0.81119,4,1597.38984,-5.863427,8.598662,87.075,1
1997,1.785977,146.63875,-0.0016,71.84375,510.764697,0.525847,4,1597.396502,-5.260858,8.479571,84.9375,1
1998,1.597149,147.16125,0.0012,138.058125,929.202438,0.323598,4,1597.138421,-5.282414,8.737771,88.229375,1
1999,2.146679,147.905625,0.008,15.98,664.443995,0.631221,4,1596.604624,-5.646093,7.692349,94.76375,1
2000,2.515207,145.475625,-0.0136,550.86625,198.184847,0.80174,4,1595.792852,-4.441231,8.339667,91.960625,1
2001,2.676468,144.8525,0.0068,17.015,293.811823,0.804923,4,1594.711347,-4.847107,7.56674,91.783125,1
2002,2.417026,145.30875,-0.0048,650171.6431,755.941425,0.606992,4,1593.379977,-4.145238,8.314726,85.710625,1
2003,1.864133,146.703125,0.0056,34.11625,719.406966,0.156207,4,1591.830421,-5.801816,8.094155,87.378125,1
2004,1.983248,146.418125,-0.0044,7442.019375,679.738319,0.38168,4,1590.105114,-4.486605,8.755063,84.845625,1
2005,2.949693,152.541875,0.008,105.87375,420.910667,0.601459,4,1588.254919,-5.193416,7.215493,85.59875,1
2006,3.150671,151.048125,-0.0096,2467.736875,108.792934,0.620722,4,1586.335704,-4.121361,7.760978,85.7075,1
2007,2.115379,147.86875,0.0068,927.365,449.76167,0.626863,4,1584.404184,-3.59947,8.902193,87.0875,1
2008,2.292301,147.715,-0.0124,569.23625,816.645159,0.412526,4,1582.513609,-3.233518,8.721948,85.2775,1
2009,3.521538,153.184375,-0.0008,119.498125,987.6608,0.178284,4,1580.70987,-4.249876,7.615057,85,1
2010,2.640896,160.86,0.0064,19.103125,637.33651,0.742124,4,1579.028564,-5.22805,7.45046,85,1
2011,2.415263,159.945,-0.0084,486.169375,258.684659,1.127548,4,1577.493324,-5.069186,7.901574,85,1
2012,3.167627,160.379375,0.0064,152.0925,86.542482,1.214634,4,1576.115555,-4.48764,7.313979,85,1
2013,3.127629,160.203125,0.0024,16.573125,252.297684,0.971239,4,1574.895538,-4.780236,7.22226,85,1
2014,4.21832,160.07875,-0.0036,80.4625,636.054626,0.854607,4,1573.824705,-4.25223,6.981653,85,1
2015,3.4142,160.6525,0.0056,97.503125,356.523741,0.981089,4,1572.888919,-4.531022,7.138138,85,1
2016,3.796222,160.59125,-0.0076,124.619375,119.258849,1.137215,4,1572.072639,-3.933775,7.216094,85,1
2017,3.392822,161.240625,0.0104,37.721875,115.967486,1.099579,4,1571.363854,-4.710909,7.161876,84.85,1
2018,4.297541,160.57875,0.0008,12.62125,407.403317,1.062958,4,1570.759884,-4.912148,6.878726,84.979375,1
2019,5.053625,158.400625,0.012,18.3525,401.13087,1.26198,4,1570.273988,-3.941702,7.026009,84.86875,1
2020,4.529952,157.915625,-0.0036,2466.566875,135.278332,1.517292,4,1569.942714,-4.461159,6.874977,85.161875,1
2021,2.922574,147.811875,0.0004,3098.000625,113.341068,2.107864,4,1569.833464,-4.245083,8.039779,84.35375,1
2022,1.782054,146.171875,0.0056,7521.245,67.192677,2.03963,4,1570.051098,-5.082526,8.61687,84.315,1
2023,1.778056,145.826875,-0.0044,209.125,214.268898,1.747199,4,1570.741286,-4.970965,8.422085,84.525,1
2024,1.891834,145.84875,0.0088,144.66125,524.955089,1.84426,4,1572.087028,-5.479505,8.283749,84.0625,1
2025,1.772769,145.59625,-0.0012,27.38875,233.07529,1.498956,4,1574.293763,-5.789846,8.192874,84.22375,1
2026,2.004441,144.76875,0.0064,6502.50875,79.643436,1.683515,4,1577.558914,-5.801047,8.212227,84.10625,1
2027,1.852704,142.801875,-0.0016,7912.879375,253.862747,1.887613,4,1582.025151,-5.198549,8.678382,87.024375,1
2028,1.893122,144.1,-0.0052,1164.274375,114.407405,1.762097,4,1587.723626,-5.383266,8.203668,85.175,1
2029,1.958495,142.080625,0.0016,81.886875,234.97207,1.571181,4,1594.522431,-4.880882,8.407847,84.8,1
2030,1.938106,141.49875,-0.0132,19892.53688,113.99736,1.48592,4,1602.100684,-3.982815,8.929446,86.00625,1
2031,2.124593,145.428125,0.0072,3316.52,197.171793,1.167973,4,1609.964335,-5.489511,7.864247,84.12875,1
2032,4.398174,148.545,-0.0044,8232.0375,107.499941,1.02006,4,1617.504099,-3.324389,7.735357,84.624375,1
2033,4.489111,155.52625,-0.0072,4285.90375,220.999405,0.947059,4,1624.077934,-4.019756,6.981572,84.84625,1
2034,5.097981,160.90625,0.0088,23.271875,392.677692,1.270286,4,1629.091238,-4.353666,6.674969,84.955625,1
2035,3.220713,164.248125,0.0048,23.888125,330.686228,1.401916,4,1632.053536,-4.441092,7.308862,85,1
2036,3.38933,165.55,-0.0032,49.715,113.177217,1.331922,4,1632.604887,-4.408704,7.193465,85,1
2037,3.12304,170.15625,0.02,12.115625,312.337521,1.138901,4,1630.518562,-5.346806,6.929621,85,1
2038,3.045647,169.884375,-0.0096,30.934375,112.726428,1.009254,4,1625.692571,-4.460236,7.433624,85,1
2039,3.653643,172.346887,0.010152,22.132614,287.926388,0.781065,4,1618.076041,-4.583882,6.940371,85,1
2040,2.672468,168.750222,-0.00056,18.925569,124.219925,0.603698,4,1607.590294,-3.999411,7.637072,84.673214,1
2041,2.241636,146.449263,0.006225,72.056587,220.592275,0.675335,4,1594.404844,-5.03145,7.996714,87.118125,1
2042,3.302535,147.7025,-0.0036,32469.1425,207.44004,1.08554,4,1594.794335,-3.588701,7.999393,85.460625,1
2043,2.819039,151.344375,0.0044,53.47125,201.308116,1.168389,4,1595.205013,-5.064158,7.499887,84.2375,1
2044,1.902519,147.6225,-0.0024,529.68125,248.977971,0.753064,4,1595.401868,-5.047072,8.350801,88.56875,1
2045,1.744085,147.931875,0.0036,983.413125,683.932027,0.506688,4,1595.366148,-4.713836,8.77569,84.656875,1
2046,1.750316,148.66375,-0.0016,92.791875,830.488569,0.471947,4,1595.083636,-5.394702,8.410148,87.0975,1
2047,2.312071,149.154375,0.0064,9.126875,430.107342,0.861783,4,1594.54649,-5.594893,7.639704,92.259375,1
2048,2.262708,145.8475,-0.0024,452.0525,97.68929,1.063405,4,1593.755001,-2.345852,9.005329,92.149375,1
2049,2.441436,146.99125,0.0064,37.62375,250.347474,1.017298,4,1592.719053,-5.269435,7.637079,88.0075,1
2050,2.199332,146.009375,-0.0112,520069.4338,702.111103,0.743295,4,1591.458941,-4.130201,8.66624,84.65625,1
2051,1.704868,148.13625,-0.0016,50.15625,1044.488479,0.1318,4,1590.005312,-6.164969,8.237162,85.619375,1
2052,1.721526,148.335625,0.0024,4365.99875,992.793197,0.153706,4,1588.39804,-5.463235,8.541082,84.825625,1
2053,2.1937,149.486875,-0.0008,151.4075,589.053519,0.449816,4,1586.683948,-5.155527,8.034147,85.4175,1
2054,2.427871,149.684375,-0.002,2518.851875,231.109037,0.540962,4,1584.913631,-4.679266,8.128452,85.45625,1
2055,2.10608,148.50125,0.0008,28.950625,193.021515,0.497924,4,1583.137646,-5.152925,8.062131,84.125,1
2056,1.804373,148.66375,0.004,543.53,603.562898,0.361031,4,1581.402595,-5.414578,8.443397,84.4275,1
2057,3.104431,152.0575,-0.0196,125.018125,857.001454,0.349417,4,1579.747606,-4.412437,7.638878,85,1
2058,2.891895,162.535625,0.0124,24.00625,470.632048,0.80843,4,1578.20165,-4.994123,7.219365,85,1
2059,2.744681,162.41,-0.0084,407.31375,126.402167,1.100232,4,1576.782007,-4.365759,7.726434,85,1
2060,2.727829,161.54125,-0.0004,84.631875,89.695065,1.144969,4,1575.493983,-4.645518,7.803143,85,1
2061,2.510699,162.0625,0,24.464375,391.794342,0.937324,4,1574.331901,-5.575364,7.424965,85,1
2062,3.139973,162.59,0.008,26.815625,649.857001,0.805139,4,1573.281206,-5.209471,7.155985,85,1
2063,3.029997,160.835625,-0.0156,154.6575,254.034312,0.855372,4,1572.32161,-3.900521,7.767819,85,1
2064,3.112509,162.981875,0.0208,33.611875,138.194414,1.019284,4,1571.431275,-5.002324,7.205297,84.724375,1
2065,4.336081,157.795625,-0.006,291.508125,154.93423,1.007335,4,1570.592034,-4.23798,7.097513,85.513125,1
2066,1.964634,148.445,-0.0192,320.958125,541.399005,0.992521,4,1569.795905,-3.060177,9.143374,87.95875,1
2067,1.977827,148.004375,-0.006,3409.696875,291.154088,1.072365,4,1569.053145,-1.763555,10.061544,86.724375,1
2068,2.116677,148.298125,0.0044,1652.329375,119.708038,1.452275,4,1568.401998,-5.77624,7.789241,84.44,1
2069,1.946137,147.02125,-0.0032,3775.33625,109.4388,1.983696,4,1567.919975,-4.27949,8.650559,84.345,1
2070,1.615332,147.109375,0.0016,1674.254375,98.190832,1.882125,4,1567.735569,-5.07334,8.948212,85.05,1
2071,1.834893,146.638125,-0.0128,176.283125,372.230616,1.711457,4,1568.037796,-4.934302,8.466706,84.469375,1
2072,1.891632,147.161875,0.008,29.553125,344.89535,1.699379,4,1569.078516,-5.794104,7.98443,84.111875,1
2073,2.22746,146.396875,-0.0032,5508.590625,100.821259,1.392295,4,1571.15996,-5.330322,8.015021,84.258125,1
2074,1.944022,145.354375,0.0028,5159.503125,103.328426,1.69619,4,1574.598588,-5.602061,8.303467,84,1
2075,1.741911,144.865,-0.0088,1525.0775,393.276263,1.920453,4,1579.659817,-5.95178,8.372492,85.8475,1
2076,1.834835,144.210625,0.0072,945.453125,119.856601,1.418707,4,1586.469059,-5.659318,8.26214,86.00625,1
2077,1.824931,144.51625,0.002,103.6525,386.148326,1.153547,4,1594.921953,-6.123534,8.012912,84.1,1
2078,1.754873,143.17625,-0.004,7260.385,315.717558,1.14505,4,1604.631233,-5.376867,8.445864,85.11125,1
2079,2.526823,144.100625,-0.0032,6558.391875,148.687883,0.960467,4,1614.944037,-4.235061,8.12079,84.75,1
2080,2.201614,147.736875,0.0048,16.993125,393.229565,1.090236,4,1625.035065,-5.459835,7.617792,84,1
2081,2.491376,146.71875,-0.0104,3874.854375,212.621536,1.219221,4,1634.043378,-5.182842,7.968956,85.34375,1
2082,3.058318,147.64125,-0.0076,8072.96625,64.691776,1.457471,4,1641.201136,-4.06049,7.746333,84.235625,1
2083,4.489744,153.40625,-0.0068,6013.946875,105.900264,1.823513,4,1645.91509,-3.459873,7.28968,84.98,1
2084,3.833035,164.455625,0.0068,227.315,168.728938,1.811625,4,1647.791985,-4.514047,7.158592,85,1
2085,3.243094,167.615,-0.0068,139.735,227.637359,1.338573,4,1646.624312,-3.890231,7.411087,85,1
2086,3.130845,172.42375,-0.0032,65.65875,195.110459,1.118021,4,1642.36074,-4.607556,7.398774,85,1
2087,2.744872,176.563265,0.006818,9.211718,362.550264,0.908098,4,1634.900358,-5.656818,7.099532,86.601732,1
2089,2.312911,146.109375,0.0241,753.276151,113.163926,0.903876,4,1593.031325,-3.243605,9.00081,88.375,1
2090,3.542023,150.652229,-0.004092,32890.19885,182.188946,1.097777,4,1592.859685,-3.714406,7.771308,84.735625,1
2091,2.890228,153.58,0.01,18.186875,157.720548,1.254042,4,1593.182639,-5.25146,7.256682,84.63625,1
2092,2.089363,149.163125,-0.0032,31.284375,296.873433,0.963253,4,1593.327304,-5.213878,8.14433,86.56875,1
2093,1.872727,148.975,-0.0076,1205.546875,736.800268,0.696345,4,1593.255007,-5.286779,8.496337,84.805625,1
2094,1.622857,149.588125,0.002,63.499375,546.146043,0.527443,4,1592.954798,-5.867374,8.496896,87.63875,1
2095,2.291737,148.04125,-0.0064,258.4475,193.059681,1.076694,4,1592.42179,-4.205507,8.31117,91.764375,1
2096,2.672391,146.875,-0.0064,99.818125,140.226616,1.323636,4,1591.658608,-3.751728,8.054056,94.185625,1
2097,2.197518,147.50375,0.0104,33.353125,110.877094,1.248008,4,1590.676514,-4.783333,8.086996,85.0425,1
2098,2.771561,147.0725,-0.014,714936.0394,435.078545,0.862835,4,1589.495945,-3.8047,8.353867,85.763125,1
2099,1.583636,150.001875,0.0132,22.993125,874.147799,0.349165,4,1588.146254,-6.498494,8.363484,87.05625,1
2100,1.562293,149.52875,-0.0132,4091.42,1186.261696,0.027493,4,1586.664483,-5.055365,8.964767,86.1875,1
2101,1.738373,150.011875,0.0012,356.59125,893.109847,0.31519,4,1585.093225,-5.565397,8.546148,85.70625,1
2102,2.025657,150.538125,0,658.23,444.065452,0.409644,4,1583.47765,-5.353597,7.91078,85.1875,1
