FID_1,Slope,Elevation,Curvature,Flow,Riverdist,Drianageden,Geology,Rainfall,SPI,TWI,CN,flood_label
1027,3.671703,125.5425,0.0044,326.04875,404.5315,0.790995,4,1583.837817,-4.079513,7.293468,91.54375,0
1028,3.006249,125.21875,-0.0044,535404.6444,492.583132,0.636392,4,1582.642663,-2.691701,8.288913,83.261875,0
1029,2.392406,127.708125,-0.0136,32.005,128.162583,0.437487,4,1581.269035,-4.616899,7.626525,84.95625,0
1030,3.243493,134.744375,0.0084,12.4525,394.880886,0.352829,4,1579.733421,-5.180401,7.023856,84.83375,0
1031,2.371591,135.230625,0.0108,21.50875,870.256386,0.224407,4,1578.0558,-5.74793,7.42176,85,0
1032,2.236616,134.004375,-0.0056,66.15625,1354.328615,0.0022,4,1576.258766,-5.068033,7.700694,84.9425,0
1033,3.300745,133.0875,0.0092,126.550625,1411.29221,0.001353,4,1574.366432,-4.683314,7.150976,83.751875,0
1034,3.111367,131.579375,-0.0064,2884.224375,1103.308099,0.127577,4,1572.403303,-4.182567,7.510111,84.55875,0
1035,3.455068,132.721875,0.0264,852.411875,782.443044,0.378485,4,1570.393123,-4.874298,7.049456,83.990625,0
1036,3.126405,129.355,-0.0168,77.2625,435.581665,0.485962,4,1568.357864,-3.151685,7.888755,84.844375,0
1037,3.665802,130.913125,0.0196,123.17625,302.976972,0.554326,4,1566.316856,-3.836007,7.254701,84.458125,0
1038,2.801419,131.115625,0.0064,27.186875,393.113006,0.781859,4,1564.286148,-5.001869,7.395052,84.28125,0
1039,3.108524,129.69625,0.008,41.315625,338.122785,1.037201,4,1562.278102,-4.687914,7.316733,82.985,0
1040,1.814534,123.995625,0.0004,6283.66375,202.030939,1.152499,4,1560.301207,-2.876922,8.926306,83.499375,0
1041,2.346965,124.9875,-0.0124,234.158125,68.679855,1.303321,4,1558.360091,-3.573765,8.364044,84.69625,0
1042,3.700358,135.01125,0.0152,320.1575,245.768087,1.525261,4,1556.455701,-4.679987,6.944472,84.85875,0
1043,3.299154,136.611875,0.0036,4191.4625,201.19783,1.807438,4,1554.585593,-4.341402,7.610496,85,0
1044,3.650362,136.67625,0.0056,37.858125,89.160245,1.678717,4,1552.744306,-2.643176,7.904767,84.9125,0
1045,3.562453,137.9125,-0.02,174.89125,85.40956,1.577228,4,1550.923787,-3.412424,7.557606,84.83375,0
1046,3.624679,137.694375,0.0056,128.753125,125.980387,1.287918,4,1549.113827,-3.154025,7.728254,85,0
1047,2.384912,142.54625,0.0116,58.445,423.141838,0.979424,4,1547.302512,-4.784672,7.719533,84.9875,0
1048,3.20344,142.831875,0.0072,9.273125,300.639675,0.887498,4,1545.476662,-4.715247,7.317156,83.61,0
1049,4.455855,130.82625,-0.0212,84.249375,86.201331,0.818187,4,1543.622256,-1.608465,8.531064,83.62875,0
1050,3.761564,131.785625,0.0124,77.053125,313.426265,0.815725,4,1541.724866,-2.05766,8.547367,85,0
1051,2.520308,139.3425,-0.0052,12.391875,743.871811,0.484469,4,1539.770081,-5.421718,7.567337,84.1325,0
1052,3.00317,132.338125,-0.0008,36.88375,1052.075631,0.071643,4,1537.743929,-5.266195,7.599732,82.8575,0
1053,1.764027,126.463125,-0.0028,49927.15625,786.652027,0.288719,4,1535.633324,-4.882131,8.638978,83.5425,0
1054,1.555999,126.945625,-0.002,3938.11875,333.572098,0.722101,4,1533.426513,-4.892511,8.658185,87.44625,0
1055,2.278008,129.07125,-0.0052,651.226875,94.717517,1.150283,4,1531.113529,-4.819791,7.916621,86.178125,0
1056,3.191138,139.35625,0.0108,23.47,186.207133,1.43382,4,1528.686668,-4.658803,7.339388,85,0
1057,2.382468,143.044375,-0.0036,18.104375,357.351874,1.400374,4,1526.140943,-5.018876,7.773682,85,0
1058,2.450216,143.113125,0.0024,303.045625,97.593889,1.003676,4,1523.474523,-4.284283,8.322904,85,0
1059,2.1942,144.93375,0.0112,14.073125,95.604114,0.994499,4,1520.689126,-5.647374,7.714615,85,0
1060,2.717238,143.085,-0.0124,3032.289375,308.148227,0.926986,4,1517.79037,-3.887692,8.044699,85,0
1061,2.734615,143.504375,0.002,946.335625,485.546492,0.692804,4,1514.788007,-3.667407,8.290681,85,0
1062,2.472762,146.150706,0.002883,32.891892,703.84204,0.381533,4,1512.719773,-5.697771,7.43388,84.549085,0
1063,2.015932,130.650702,-0.002146,86.474434,475.676992,0.590968,4,1588.728276,-4.994272,8.272006,88.60875,0
1064,2.277808,129.40625,-0.0096,449.59875,143.082907,0.580769,4,1588.932716,-3.796135,8.143632,84.0775,0
1065,1.864536,129.65625,0.0088,536.085625,313.619019,0.572059,4,1589.14951,-4.832258,8.170987,84.39375,0
1066,1.727426,129.74,0.0024,47.89125,763.057836,0.501788,4,1589.18118,-5.159418,8.24504,85.1875,0
1067,2.01544,129.386875,-0.0068,67.121875,885.710086,0.384616,4,1589.014561,-5.020301,7.935224,88.8625,0
1068,1.802927,129.45,0.0036,47.106875,506.826821,0.775287,4,1588.639448,-5.645643,7.845617,84.989375,0
1069,1.86678,128.8525,0.0016,23.310625,276.731962,0.892522,4,1588.049448,-5.494203,7.872361,93.33125,0
1070,3.397197,126.6475,-0.0196,584.43,145.211517,0.884923,4,1587.242681,-4.103579,7.405762,91.704375,0
1071,4.045562,127.923125,0.0232,93595.5575,568.914018,0.938819,4,1586.22232,-4.731405,6.916381,93.7975,0
1072,3.187004,126.8775,-0.0088,441658.2594,453.496634,0.696584,4,1584.996872,-3.569483,7.752163,86.819375,0
1073,2.466266,127.735,-0.0072,118.050625,120.134155,0.542284,4,1583.580108,-3.256288,8.137632,84.9875,0
1074,2.231553,133.664375,0.0084,27.95375,387.184582,0.485815,4,1581.99064,-5.745773,7.540058,84.875,0
1075,2.89775,134.7225,-0.0076,29.54,862.074264,0.232945,4,1580.251178,-4.197636,7.652036,85,0
1076,2.633352,134.366875,-0.0048,56.939375,1291.653499,0.002614,4,1578.38745,-5.183901,7.483992,84.295,0
1077,3.287794,131.731875,0.0064,66.315,1076.057048,0.113262,4,1576.426948,-4.11634,7.319443,84.489375,0
1078,2.693365,132.076875,-0.0116,3219.0375,710.282641,0.375137,4,1574.397558,-3.137207,8.319157,85,0
1079,2.285799,134.275,-0.0164,17.73625,408.950113,0.529638,4,1572.326223,-4.582909,7.681883,85,0
1080,3.185463,133.716875,0.0032,23.775,132.763742,0.61662,4,1570.237747,-4.903977,7.318694,84.93625,0
1081,3.29692,130.395625,0.0104,15.421875,137.869502,0.716186,4,1568.153794,-4.102181,7.275641,84.274375,0
1082,3.698115,130.104375,-0.0084,46.85125,119.870193,1.030552,4,1566.092186,-4.651251,7.374363,83.485625,0
1083,2.104249,125.88625,-0.0004,87.450625,124.336627,1.165016,4,1564.066445,-3.447892,9.370727,83.499375,0
1084,2.610975,126.9725,0.0024,6255.660625,103.902517,1.332993,4,1562.085632,-3.616475,8.547729,84.55625,0
1085,4.009311,131.945625,-0.0092,189.000625,143.664958,1.36869,4,1560.154398,-3.41445,7.499978,84.99875,0
1086,3.257299,137.821875,-0.0024,19.755,330.949115,1.687878,4,1558.27323,-4.978384,7.349447,85,0
1087,3.06282,136.069375,-0.0016,477.539375,446.233759,1.785145,4,1556.438802,-1.605912,8.919542,85,0
1088,2.852553,135.458125,0.0032,2455.4025,85.883324,1.445999,4,1554.644435,-0.181764,9.828265,85,0
1089,2.614062,134.789375,0.0012,125.64125,230.296654,1.570674,4,1552.880558,-0.700629,9.51255,84.97375,0
1090,3.251541,135.33875,-0.0048,20.258125,212.947388,1.24178,4,1551.135206,-2.154206,8.204306,84.9625,0
1091,3.946115,142.531875,0.0068,18.9575,230.338531,0.816556,4,1549.394506,-4.582245,7.117481,85,0
1092,2.53133,141.94625,-0.0084,22.654375,484.494747,1.035884,4,1547.643118,-2.525445,8.570147,85,0
1093,3.682742,145.225625,0.034,11.8025,248.843376,0.82674,4,1545.86471,-5.085294,6.899373,83.044375,0
1094,2.893758,128.38375,-0.0392,216.86,159.758348,0.708226,4,1544.042369,-1.243178,9.560044,84.273125,0
1095,3.615131,134.27125,0.0028,35.866875,619.709972,0.424104,4,1542.159048,-3.567293,7.548486,84.9725,0
1096,2.768536,136.690625,0.0048,20.3275,1092.542457,0.09194,4,1540.198009,-5.217296,7.385345,83.478125,0
1097,2.908013,129.565,-0.0116,24962.4525,996.086402,0.158517,4,1538.143276,-4.153359,8.042416,83.51625,0
1098,2.170622,128.015,0.0004,27162.10188,621.25068,0.874404,4,1535.980131,-5.138751,8.068214,84.068125,0
1099,1.765908,128.50875,-0.0032,3503.725,288.654764,1.262375,4,1533.695609,-4.702363,8.615909,86.1975,0
1100,3.47665,136.81875,0.0116,16.415625,114.153629,1.450371,4,1531.279047,-4.514893,7.299506,85,0
1101,2.761797,141.535,-0.0084,45.651875,455.822491,1.438589,4,1528.722615,-3.673385,8.060562,85,1
1102,2.79404,141.0525,0.004,144.658125,387.557815,1.163203,4,1526.021858,-2.618391,8.420503,85,1
1103,2.274934,144.32875,-0.0048,49.278125,136.658348,1.04087,4,1523.176202,-5.118963,7.868544,85,1
1104,2.780933,145.575625,0.0008,32.628125,62.944893,0.980133,4,1520.18941,-4.601003,7.469286,85,1
1105,3.15221,145.029375,0.0008,3728.3275,236.69061,0.797935,4,1517.069951,-4.909696,7.410703,85,1
1106,2.423944,146.181377,-0.006159,39.693665,654.912732,0.519162,4,1514.114814,-4.753209,7.903667,89.27027,1
1108,2.129565,130.478954,-0.001236,162.693496,246.991404,0.612683,4,1590.635819,-5.143294,7.999896,89.17875,1
1109,2.207898,130.62375,-0.0024,193.13875,154.41447,0.567193,4,1591.07778,-4.08924,8.031676,85.41875,1
1110,1.669931,130.813125,0.0004,487.823125,550.979389,0.453498,4,1591.360294,-5.439648,8.283826,84.46875,1
1111,1.897793,130.863125,0.0056,21.5175,989.869079,0.212514,4,1591.447626,-5.521197,7.858036,85.58125,1
1112,1.868068,130.029375,0.0052,41.43375,1154.278177,0.046403,4,1591.324627,-4.85123,8.282077,85.55625,1
1113,1.839571,130.27,-0.0024,37.50875,744.393625,0.505,4,1590.979354,-5.399336,8.075395,85.919375,1
1114,1.961699,129.11875,-0.002,568.04875,272.959797,0.726507,4,1590.404067,-4.638406,8.357038,91.78875,1
1115,3.39326,128.023125,0.0132,254190.8594,188.764694,0.736901,4,1589.596104,-4.559282,7.309379,92.96,1
1116,3.293892,127.6025,-0.0196,467898.3063,584.374534,0.806068,4,1588.558546,-3.794187,7.801016,90.91625,1
1117,2.669523,127.85,0.0088,384.03,293.15483,0.625833,4,1587.300603,-3.428442,8.060668,88.399375,1
1118,1.96825,129.200625,-0.0032,33.07125,179.552924,0.609052,4,1585.837571,-4.708042,8.008352,85.225,1
1119,2.332334,132.47375,0.0032,26.726875,605.974563,0.56737,4,1584.190395,-4.768218,7.606296,84.95,1
1120,2.390783,134.878125,0.01,12.755625,1043.70277,0.206491,4,1582.384761,-5.670118,7.454719,84.376875,1
1121,3.280615,132.54125,0.0032,79.273125,1235.071315,0.021485,4,1580.449875,-4.01341,7.61186,83.056875,1
1122,2.094967,129.428125,-0.008,862.4325,819.68343,0.283044,4,1578.416958,-0.979695,10.28782,84.194375,1
1123,2.003721,130.575,0.0068,2308.201875,383.88204,0.475316,4,1576.317636,-2.891824,9.15364,84.745625,1
1124,2.439354,134.37125,0.0132,15.803125,113.012861,0.597863,4,1574.182368,-4.973659,7.800832,85,1
1125,3.108309,132.76625,0.0008,43.313125,268.311527,0.679182,4,1572.039047,-4.326497,7.484612,84.5275,1
1126,3.078501,129.905625,-0.016,119.900625,510.591768,0.843821,4,1569.911866,-4.402321,7.502059,83.17,1
1127,1.931555,125.69875,-0.002,125.710625,385.92139,1.116341,4,1567.820514,-4.713636,8.679485,83,1
1128,1.571038,124.741875,-0.0016,5486.349375,96.586184,1.100297,4,1565.779722,-4.079137,9.351838,84.575,1
1129,3.573976,135.44375,0.0104,771.354375,297.664096,1.402775,4,1563.799105,-4.902776,7.019713,85,1
1130,2.78305,136.93125,0.0012,116.714375,306.705778,1.367569,4,1561.883286,-4.586288,7.645564,85,1
1131,2.98797,139.703125,0.0076,22.755625,158.61545,1.251975,4,1560.032208,-4.96262,7.19485,85,1
1132,2.034219,133.77125,-0.0256,404.244375,355.509153,1.312198,4,1558.241581,-0.753989,10.325746,85,1
1133,2.004964,132.8575,0.0008,731.19375,130.696172,1.28762,4,1556.503408,-0.186292,10.684318,85,1
1134,2.404714,133.05125,-0.006,1346.0175,447.015526,1.465351,4,1554.806511,-1.578211,9.410841,85,1
1135,2.583798,136.78,0.01,310.085625,229.7613,1.057475,4,1553.137086,-3.016239,8.325188,85,1
1136,3.590668,142.09375,-0.0144,315.089375,176.693781,0.700972,4,1551.479194,-3.199304,7.85121,85,1
1137,2.911692,142.211875,0.0048,119.93375,509.51253,1.041,4,1549.815251,-2.310718,8.780737,85,1
1138,3.758521,144.7,0.0332,12.85625,211.31154,0.842281,4,1548.126477,-4.084881,7.249902,84.37,1
1139,5.281047,132.525625,-0.044,141.9425,191.05715,0.676052,4,1546.393313,-2.943234,7.541208,83,1
1140,1.953857,127.844375,0.0076,248.40875,654.936622,0.468346,4,1544.59587,-1.231527,9.867862,84.75375,1
1141,3.180655,137.3875,0.0184,42.623125,936.203981,0.242816,4,1542.714364,-4.867286,7.265612,84.9175,1
1142,3.257885,140.786875,0.0284,12.175625,835.648077,0.423007,4,1540.72959,-5.539766,7.174943,83.453125,1
1143,2.636047,129.24875,-0.0128,50889.59625,590.333811,1.010494,4,1538.623439,-4.728016,8.305688,83.60125,1
1144,1.719975,129.045625,-0.0008,3079.255,248.050802,1.382169,4,1536.379455,-5.082829,8.828107,84.72,1
1145,3.086655,132.348125,-0.0064,693.955,69.08714,1.51449,4,1533.983434,-3.711515,8.358001,85,1
1146,2.693769,144.36625,0.0136,25.90625,403.812865,1.577096,4,1531.424057,-5.26906,7.32209,85,1
1147,2.840192,144.30125,-0.0064,14.636875,601.665508,1.508091,4,1528.693537,-4.769943,7.364854,85,1
1148,3.064864,145.230625,0.0224,38.906875,419.968866,1.412185,4,1525.788271,-4.897238,7.287649,84.863125,1
1149,3.011303,146.498125,0.0016,15.46875,148.678613,1.010028,4,1522.709436,-4.655614,7.415366,85,1
1150,3.124618,145.631875,0.0056,3688.7625,167.041698,0.712999,4,1519.463501,-4.938296,7.488003,85,1
1151,2.429908,147.5759,0.018452,7.118361,478.323605,0.557533,4,1516.885572,-6.301368,7.185703,89.339623,1
1152,2.618526,132.386667,0.082963,92.240741,98.342186,0.641087,4,1592.595443,-4.304564,7.127709,87.46875,1
1153,2.457012,131.213125,-0.0064,205.680625,145.545901,0.621491,4,1592.611115,-4.335687,8.009046,84.55625,1
1154,1.89084,132.450625,0.01,10.856875,440.127618,0.484005,4,1593.146915,-5.452153,7.865646,84.63125,1
1155,1.823742,131.631875,-0.0028,287.0325,817.807305,0.320516,4,1593.497061,-5.138939,8.358471,84.8,1
1156,1.749127,130.87,-0.0104,171.61125,1223.14204,0.040884,4,1593.641964,-4.743748,8.328555,84.73125,1
1157,1.901031,131.455625,0.0004,44.801875,1285.97243,0.021068,4,1593.564311,-4.792214,8.123696,84.03125,1
1158,1.86797,130.5775,0.0016,450.401875,800.11376,0.326218,4,1593.250214,-4.017342,8.640404,84.924375,1
1159,2.239614,130.54,-0.0124,45.100625,308.504902,0.522485,4,1592.690376,-5.095955,7.946649,92.464375,1
1160,3.194914,127.919375,0.014,534571.0938,185.935772,0.604043,4,1591.881184,-4.003156,7.715472,88.43875,1
1161,2.625716,128.64375,-0.0056,52.49,613.439388,0.852702,4,1590.825521,-4.517892,7.803144,93.050625,1
1162,2.744432,131.543125,0.0024,77.209375,384.294261,0.705056,4,1589.533272,-5.256936,7.673811,90.021875,1
1163,3.039867,129.515,0.0084,253.12,131.785105,0.600287,4,1588.021344,-4.295933,7.598159,84.96875,1
1164,2.64663,132.863125,-0.0032,35.3925,538.09729,0.548859,4,1586.313166,-5.041856,7.558659,84.83,1
1165,2.775243,134.963125,0.0032,19.82125,988.486382,0.20714,4,1584.437678,-4.924272,7.437788,84.195625,1
1166,2.424513,132.16125,0.0128,241.799375,1127.588586,0.068276,4,1582.427886,-4.560793,7.823113,83.01375,1
1167,1.757979,129.35,-0.0052,487.035625,652.441741,0.367524,4,1580.319096,-1.433796,10.395393,83.723125,1
1168,1.872683,129.418125,-0.0068,1766.600625,184.192996,0.5348,4,1578.147019,-2.176262,9.766002,84.131875,1
1169,2.457886,130.895,0.0012,469.815,277.022454,0.619448,4,1575.945932,-3.394849,8.263465,84.965,1
1170,3.288654,133.64125,-0.0004,21.75875,663.330918,0.6364,4,1573.747068,-4.818969,7.244471,84.830625,1
1171,3.164846,132.78875,0.0044,65.150625,759.838739,0.748083,4,1571.577304,-5.100408,7.167239,83.355,1
1172,1.978891,126.641875,0.0032,184.334375,441.190563,0.79177,4,1569.458295,-5.620196,8.147347,83.568125,1
1173,2.821426,128.285625,-0.0156,6129.78125,117.257002,0.815937,4,1567.405994,-3.552437,8.637592,84.9975,1
1174,2.6729,139.9875,-0.0028,36.030625,387.814884,1.113995,4,1565.43054,-4.686239,7.702385,85,1
1175,2.429513,140.75375,-0.008,27.420625,303.482365,1.137486,4,1563.536466,-4.874288,7.843228,85,1
1176,2.712495,140.754375,0.0196,28.18875,85.268532,1.118895,4,1561.723092,-5.221758,7.328839,85,1
1177,2.88957,136.42375,0.0032,356.973125,145.208057,1.237821,4,1559.985086,-2.227823,8.493728,85,1
1178,1.745121,133.54625,-0.004,73.1425,239.005689,1.239062,4,1558.313058,-1.198593,10.465854,85,1
1179,2.891572,135.916875,0.0128,1585.60125,280.885331,1.131135,4,1556.694174,-1.420018,9.025104,84.8725,1
1180,3.718045,140.07625,-0.0072,58.2125,113.134268,0.783431,4,1555.112733,-4.176736,7.36567,85,1
1181,2.923122,143.004375,0.0092,23.73,383.502928,0.738029,4,1553.550702,-3.464524,7.98826,85,1
1182,2.806698,142.135625,-0.0052,57.275625,498.053318,0.829119,4,1551.988187,-2.430073,8.517627,84.488125,1
1183,4.530247,143.138125,0.0392,10.97875,122.525054,0.685039,4,1550.403882,-4.25042,7.132609,82.903125,1
1184,2.502724,128.08125,-0.032,49.1175,315.016907,0.652169,4,1548.775465,-1.642383,9.597711,83,1
1185,1.654745,128.0925,-0.0056,280.3475,711.556632,0.64713,4,1547.080022,-1.287718,10.584278,83.7675,1
1186,2.204529,129.446875,-0.0164,383.585625,521.21561,0.497418,4,1545.294474,-2.238929,9.261817,84.93875,1
1187,2.410763,132.753125,-0.0136,25.01125,384.283323,0.63545,4,1543.396049,-5.0481,7.725895,86.25375,1
1188,2.349269,129.98375,0.0016,45187.64625,178.118054,1.071845,4,1541.362803,-4.063893,8.323358,84.39375,1
1189,1.980359,129.30375,-0.0016,32.789375,104.3788,1.510401,4,1539.174239,-5.270791,7.957912,83.196875,1
1190,2.514996,130.5975,-0.0064,3157.97625,66.246069,1.670249,4,1536.81196,-3.448523,8.767724,84.74875,1
1191,3.464904,139.71875,0,165.081875,180.432829,1.662449,4,1534.260414,-4.721295,7.343054,85,1
1192,3.083044,143.46,0.0052,52.63375,211.892888,1.362502,4,1531.507667,-5.088603,7.305283,85,1
1193,2.822836,146.1375,0.0168,21.9025,407.998015,1.399216,4,1528.546197,-5.275899,7.236362,84.91,1
1194,3.491265,145.1125,-0.0156,40.050625,271.019356,1.234773,4,1525.373689,-3.060106,7.662694,85,1
1195,2.664598,146.598125,0.0012,104.51,233.844746,0.766153,4,1521.993742,-4.822949,7.478579,85,1
1196,3.261932,146.830769,-0.015222,6109.545946,579.546464,0.432941,4,1519.275033,-4.664113,7.784146,85,1
1197,1.66247,149.854545,-0.061538,5.019231,1011.40078,0.130568,4,1517.130103,-4.519785,7.254259,84.122699,1
1198,3.063629,134.379121,0.027485,20.515337,483.096798,0.864409,4,1594.193425,-4.244975,7.013944,84.14375,1
1199,1.764389,133.465,-0.01,45.764375,531.465518,0.811857,4,1594.505963,-5.076939,8.445343,86,1
1200,1.647396,133.655,0.0076,20.99875,786.296898,0.43587,4,1595.117933,-5.620116,8.36598,84,1
1201,1.495815,132.18875,-0.0032,201.905625,1091.691034,0.106212,4,1595.536744,-5.013112,9.049604,86.9625,1
1202,1.741388,132.6275,0.0084,177.805625,1444.887563,0,4,1595.740444,-5.528454,8.278788,89.5125,1
1203,1.818359,132.433125,-0.0004,59.40375,1369.249083,0.001942,4,1595.709376,-4.92917,8.501581,86.74375,1
1204,1.947557,132.306875,0.0036,191.0725,886.017819,0.254505,4,1595.427501,-5.203363,8.223792,84.1125,1
1205,2.063481,132.314375,-0.002,23.93875,420.368922,0.472324,4,1594.883791,-5.687995,7.805496,92.159375,1
1206,2.500212,128.755,-0.02,534523.3744,113.930643,0.574033,4,1594.073491,-3.830329,8.531666,87.15625,1
1207,2.521769,131.50125,0.0216,12.196875,408.56906,0.784979,4,1592.999168,-5.243082,7.449709,86.98,1
1208,2.52545,132.218125,-0.0116,19.509375,522.973005,0.9042,4,1591.671346,-4.707244,7.776679,93.51875,1
1209,2.795431,130.455625,-0.0004,167.299375,133.70744,0.629455,4,1590.108583,-3.905795,8.018805,84.571875,1
1210,2.965596,135.120625,-0.0108,33.06625,377.904018,0.490173,4,1588.336956,-4.387818,7.65789,84.228125,1
1211,2.833149,135.068125,0.0084,31.255625,872.388314,0.259046,4,1586.388899,-5.359789,7.35118,82.993125,1
1212,1.953536,131.273125,-0.0008,443.06125,1125.63474,0.08266,4,1584.30152,-4.47819,8.687316,82.9075,1
1213,1.943419,129.939375,-0.0096,287.08125,676.328851,0.419236,4,1582.114537,-2.705575,9.245896,83.685625,1
1214,2.415493,130.018125,-0.0048,928.343125,192.670111,0.564804,4,1579.868079,-2.199991,9.192372,83.858125,1
1215,2.771425,130.16125,0.0144,1229.978125,297.839565,0.603126,4,1577.60052,-2.443282,8.978377,83.449375,1
1216,2.440189,128.48625,-0.0084,65.933125,766.025575,0.652507,4,1575.346628,-1.63487,9.351996,84.21875,1
1217,3.036005,131.389375,0.0008,14.2825,598.639105,0.495973,4,1573.13611,-4.224782,7.644268,83.33375,1
1218,2.504891,127.356875,-0.0192,340.675,173.360561,0.623136,4,1570.992638,-4.927779,8.580994,84.78375,1
1219,2.96023,138.341875,0.0044,152.08375,212.278708,0.655904,4,1568.933385,-4.899716,7.52517,85,1
1220,2.764171,139.8,0.0144,6570.895,526.56855,0.860021,4,1566.968966,-3.212607,8.417402,85,1
1221,2.713801,140.4575,-0.0076,75.400625,234.621274,1.010777,4,1565.103749,-3.847633,7.871168,85,1
1222,2.658145,140.7825,-0.0064,21.155625,178.583319,1.186891,4,1563.336366,-4.81323,7.446667,85,1
1223,2.83074,138.97875,0.0044,279.13,121.256486,1.393134,4,1561.660376,-3.72338,8.033183,85,1
1224,2.225616,136.515625,-0.006,33.96125,357.108815,1.351976,4,1560.064969,-2.726171,8.880467,85,1
1225,3.372438,138.898125,-0.0088,1506.39,116.248813,1.102007,4,1558.535637,-3.302707,7.864912,85,1
1226,2.970314,143.663125,0.0196,15.13375,353.830216,0.761685,4,1557.054799,-5.170439,7.190222,85,1
1227,3.086846,144.265,-0.0068,16.15125,671.553328,0.773169,4,1555.602339,-4.274036,7.430946,85,1
1228,2.745303,146.65,0.0076,10.886875,414.524363,0.693152,4,1554.156076,-5.537195,7.346291,83.699375,1
1229,3.516906,134.133125,-0.0188,37.07125,102.71591,0.65498,4,1552.692156,-3.236297,8.211366,82.5725,1
1230,1.734127,128.519375,-0.0004,99.625625,413.864093,0.722107,4,1551.185445,-1.52216,10.317608,82.678125,1
1231,1.805871,128.98375,-0.0048,267.011875,638.657668,0.857228,4,1549.609883,-2.133468,10.09285,85.0525,1
1232,1.952625,130.6225,0.0056,653.594375,239.869465,0.711375,4,1547.938875,-5.206031,8.051118,86.02875,1
1233,2.252492,130.155,0.0116,48397.9225,114.344101,0.806638,4,1546.145745,-4.340354,8.58554,83.031875,1
1234,1.57789,129.635,-0.0012,2272.39875,258.185835,1.329877,4,1544.204277,-4.736634,8.503558,82.9475,1
1235,1.668363,129.60875,-0.0068,67.089375,318.785927,1.493319,4,1542.089338,-5.402628,8.397224,83.29,1
1236,2.474305,131.00875,-0.0024,682.020625,88.178525,1.615006,4,1539.77763,-4.52226,8.194086,84.364375,1
1237,3.442079,137.85,-0.0084,2367.088125,212.555936,1.638912,4,1537.248515,-4.31527,7.597204,85,1
1238,3.606761,141.259375,-0.0008,2401.083125,107.199687,1.380533,4,1534.484955,-4.023086,7.40245,85,1
1239,3.15897,142.755,0.0064,1547.821875,95.437937,1.276423,4,1531.474484,-4.125826,7.580243,84.86875,1
1240,4.140759,142.48375,-0.0152,102.885,169.196153,1.16062,4,1528.210205,-2.979262,7.677751,85,1
1241,4.164848,147.8875,0.0044,19.795625,339.489962,0.750835,4,1524.691754,-4.475338,6.862119,85,1
1242,3.712154,147.675,0.0084,3576.89375,739.432586,0.429533,4,1520.926182,-3.940206,7.593558,85,1
1243,2.093835,148.62069,-0.003735,86.864786,1134.2967,0.062374,4,1517.679639,-5.527338,7.847735,85,1
1244,2.022719,149.75,0.213333,0.555556,1413.378838,0,4,1515.726685,-8.282981,6.829906,84.003876,1
1245,1.4766,134.221014,0.0125,4.667969,466.807335,0.851769,4,1595.853778,-7.125978,7.912103,84.7375,1
1246,2.060732,133.67,-0.0052,53.919375,515.550492,0.832861,4,1596.279027,-4.93533,8.049957,85.275,1
1247,1.85187,133.838125,-0.0028,16.85375,587.701486,0.422883,4,1596.966583,-5.18432,8.086628,84,1
1248,1.485167,133.679375,0.0104,38.259375,840.425294,0.224941,4,1597.453942,-5.609044,8.580491,85.1625,1
1249,1.756935,133.2775,-0.0044,210.824375,1216.398493,0.030772,4,1597.716702,-4.726336,8.653049,86.31875,1
1250,1.665048,134.1075,0.002,18.89,1462.79072,0,4,1597.732727,-5.666002,8.346466,85.91875,1
1251,1.440673,133.481875,-0.0052,105.9025,1092.4841,0.112426,4,1597.483675,-5.214946,9.015066,84.025,1
1252,1.82975,134.214375,-0.004,15.260625,673.21659,0.4069,4,1596.956588,-5.72776,7.997342,88.684375,1
1253,2.463234,131.351875,0.008,334195.3919,280.287585,0.567109,4,1596.145422,-5.388732,8.001592,90.4425,1
1254,2.471844,129.64125,-0.0048,532874.9731,143.903586,0.751913,4,1595.052299,-4.027233,8.424448,84.65875,1
1255,3.029211,133.66875,0.0136,93157.58313,428.061247,0.961745,4,1593.688314,-4.658116,7.333389,89.6675,1
1256,3.811231,130.618125,0,94.31,135.789586,0.763403,4,1592.073715,-3.212583,7.741925,90.35875,1
1257,3.065434,135.80625,0.0128,27.1075,403.565512,0.506376,4,1590.237341,-5.020822,7.409789,83.29125,1
1258,2.259008,131.95375,-0.0052,241.425625,898.972995,0.279452,4,1588.215323,-4.360112,8.616555,83.135,1
1259,1.97662,132.750625,0.0056,36.114375,1161.284467,0.06844,4,1586.049132,-4.999259,8.101792,83.14125,1
1260,2.09348,131.791875,-0.0048,265.765625,716.593274,0.462424,4,1583.783195,-4.967255,8.187423,82.966875,1
1261,2.095581,130.565,0.0064,870.078125,228.3604,0.569064,4,1581.462321,-3.901252,8.773455,83.93,1
1262,3.469283,131.47625,-0.0068,1698.11,243.427616,0.564289,4,1579.12921,-2.678414,8.516569,83.07625,1
1263,1.997626,128.360625,0.0008,265.2325,659.580152,0.702237,4,1576.822345,-1.493145,9.851838,84.6925,1
1264,4.175824,133.994375,-0.0012,16.640625,389.224608,0.561591,4,1574.574331,-3.661834,6.989755,84.6825,1
1265,4.24662,136.31125,0.0024,141.659375,116.456501,0.596754,4,1572.410878,-4.298291,7.169242,85,1
